orig.ident,nCount_RNA,nFeature_RNA,mouse,p28,percent_mito,log10GenesPerUMI,percent_ribo,S.Score,G2M.Score,Phase,pANN,DF_classifications,RNA_snn_res.0.2,seurat_clusters,th17_signature1,th1_signature1,th2_signature1,treg_signature1,RNA_snn_res.0.8,combined_clusters
UK-3136-5-p28floxed-471,3943,1578,5,p28floxed,2.8911995942176008,0.8893940662726971,28.024346943951308,-0.04657916572451547,-0.05168784207603169,G1,0.13355704697986578,Singlet,0,2,-0.5149865579276636,-0.16419975600039355,0.20660559877372042,-0.5843118034373312,2,Th1
UK-3136-5-p28floxed-471,7601,2340,5,p28floxed,3.039073806078148,0.8681597738277654,25.272990396000527,0.012661672091975829,-0.07834502325545686,S,0.3604026845637584,Singlet,0,2,-0.4680719422460738,0.5602835798859553,-0.13002669128829175,-0.3412598397955182,2,Th1
UK-3136-5-p28floxed-471,2309,1152,5,p28floxed,3.0749242096145517,0.9102190327913625,14.98484192291035,0.00575468156288278,-0.03138186647928681,S,0.09261744966442953,Singlet,0,1,-0.2561051149972307,-0.14766047528504178,0.3374003760746437,-0.07039954137852322,1,Th1
UK-3136-5-p28floxed-471,6077,1975,5,p28floxed,3.801217706104986,0.8709930689614301,29.340134935000822,0.07725844879014729,-0.013580660741163736,S,0.22818791946308725,Singlet,0,2,-0.5030707204053391,-0.2078222661150445,-0.10413128125647972,-0.530457284934634,2,Th1
UK-3136-5-p28floxed-471,2901,1380,5,p28floxed,1.4822475008617717,0.9068117849416605,20.61358152361255,-0.011405965450489677,-0.13501483876057258,G1,0.13557046979865772,Singlet,0,5,-0.4653237555228192,0.23716211805331622,-0.105075459030861,-0.29052932606774157,5,Th1
UK-3136-5-p28floxed-471,4070,1698,5,p28floxed,2.0147420147420148,0.8948201154271022,23.12039312039312,-0.023292379864055135,-0.009418124062673477,G1,0.17919463087248322,Singlet,0,2,-0.5307948226049746,0.25086049428684276,-0.11611530847933521,-0.03527087367791526,2,Th1
UK-3136-5-p28floxed-471,3273,1403,5,p28floxed,3.6052551176290866,0.8953359927224807,17.9040635502597,0.12030812134428193,0.05283672768670511,S,0.38053691275167784,Singlet,0,2,-0.028225902112670787,-0.0529306652016579,-0.09816782599424022,-0.32342073236103347,2,Th1
UK-3136-5-p28floxed-471,2765,1237,5,p28floxed,2.640144665461121,0.8985019235451356,22.929475587703436,0.04776245410182399,-0.08228658529888376,S,0.1657718120805369,Singlet,0,2,-0.4704386913001498,0.16997443564895498,-0.11141552823604016,-0.10708138171534165,2,Th1
UK-3136-5-p28floxed-471,5667,2079,5,p28floxed,1.9587083112758072,0.8839707593084382,25.480854067407797,-0.10039731777452178,-0.06377668621388785,G1,0.24563758389261744,Singlet,0,5,-0.5002398923724679,0.6140909966692861,0.23185261541575325,-0.6747210100366225,5,Th1
UK-3136-5-p28floxed-471,1409,711,5,p28floxed,3.97444996451384,0.9056685333343513,9.155429382540808,0.03227938588276451,-0.12638786501404708,S,0.032885906040268455,Singlet,0,1,-0.07835103334950091,0.024657751157481922,-0.08096381557225067,-0.48268368804176803,1,Th1
UK-3136-5-p28floxed-471,4245,1596,5,p28floxed,2.025912838633687,0.8828943963022853,22.04946996466431,-0.023389156773582206,-0.0395534080057528,G1,0.22684563758389262,Singlet,0,5,-0.4544152636842888,0.6056874374548393,-0.11427781776286486,-0.3088895098117975,5,Th1
UK-3136-5-p28floxed-471,3450,1427,5,p28floxed,2.1739130434782608,0.8916295289116002,20.115942028985508,-0.07231753961720748,-0.005646741705512548,G1,0.15503355704697985,Singlet,0,5,-0.4674910520886867,0.46743321390083536,0.3703659352333466,0.26420542031782235,5,Th1
UK-3136-5-p28floxed-471,3718,1479,5,p28floxed,2.1247982786444326,0.8878693221735707,25.632060247444866,-0.05388332321190174,-0.021261900512862142,G1,0.15167785234899328,Singlet,0,5,-0.4733047481842114,0.6809273078572543,0.2182098502758028,-0.3784885542149139,5,Th1
UK-3136-5-p28floxed-471,2836,1146,5,p28floxed,4.795486600846263,0.8860251689361615,29.830747531734836,-0.016442149229652536,-0.1373039958624136,G1,0.10671140939597315,Singlet,0,1,0.5806559800548938,-0.5532296108503152,0.31130956891277917,-0.7064941843619996,1,Th1
UK-3136-5-p28floxed-471,3001,1349,5,p28floxed,1.732755748083972,0.9001358980849203,20.326557814061978,0.03180590421713833,0.010403507568049974,S,0.1342281879194631,Singlet,0,2,-0.45821434612404643,0.5436222453609546,-0.08491327472918536,-0.3636503835009037,2,Th1
UK-3136-5-p28floxed-471,2985,1216,5,p28floxed,4.589614740368509,0.887764889771554,28.911222780569513,-0.041426641160108385,-0.07789898118103013,G1,0.10671140939597315,Singlet,0,2,-0.4346028867204961,-0.5585099215423688,-0.09249455827728488,-0.42487813868415397,2,Th1
UK-3136-5-p28floxed-471,3554,1493,5,p28floxed,2.3072594259988746,0.893920700854804,17.304445694991557,-0.019328689617623976,-0.028741736494673098,G1,0.22013422818791947,Singlet,0,5,-0.5165184069926505,1.1277385118158079,-0.11991021929226994,0.2511327455306823,5,Th1
UK-3136-5-p28floxed-471,3181,1423,5,p28floxed,1.9176359635334799,0.9002562688283369,21.78560201194593,0.08213868670255248,-0.030875723297108526,S,0.16845637583892617,Singlet,0,5,-0.5153760737780501,0.0757181893337533,-0.10160226884141649,-0.19098535299714314,5,Th1
UK-3136-5-p28floxed-471,3449,1391,5,p28floxed,2.2905189910118877,0.8885245150700908,24.064946361264134,-0.08541906299062559,0.043942823386784485,G2M,0.21677852348993287,Singlet,0,2,-0.4533862036364099,-0.04454095959083304,-0.0906105072051028,-0.1415893386427156,2,Th1
UK-3136-5-p28floxed-471,3038,1169,5,p28floxed,4.739960500329164,0.88090084563144,29.85516787360105,0.0011210156436900348,-0.06192503917964748,S,0.13557046979865772,Singlet,0,1,5.141077742347733e-4,-0.4490484944964113,-0.06839647876480436,-0.15102271971264258,1,Th1
UK-3136-5-p28floxed-471,2683,1159,5,p28floxed,3.5035408125232945,0.8936781663792929,22.027581065970928,-0.034238660141376914,-0.050173131017243175,G1,0.1348993288590604,Singlet,0,5,-0.44854647240081685,0.4113212360171852,-0.07916752936310846,-0.14279185314698462,5,Th1
UK-3136-5-p28floxed-471,4154,1725,5,p28floxed,2.311025517573423,0.8945195724175885,16.899374097255656,0.010125807683483118,-0.004158842856398365,S,0.19731543624161074,Singlet,0,5,-0.5114328462435919,0.17282293699397555,-0.13133579523531616,0.24208001662488055,5,Th1
UK-3136-5-p28floxed-471,2918,1471,5,p28floxed,1.9533927347498286,0.9141514305872703,15.901302261823167,-0.05173199642807391,-0.08170873657073001,G1,0.2080536912751678,Singlet,0,5,-0.535664510196187,0.32088393329653975,0.27889566794332665,-0.38092537504595037,5,Th1
UK-3136-5-p28floxed-471,3319,1437,5,p28floxed,1.9584212112081951,0.8967481580659383,19.252786984031335,-0.0019264931495848736,-0.046356012156382465,G1,0.18322147651006712,Singlet,0,5,-0.4803976765171409,0.29004350200565654,-0.11299986186193177,-0.45250504804369013,5,Th1
UK-3136-5-p28floxed-471,3569,1400,5,p28floxed,2.241524236480807,0.8855979768903243,28.187167273746148,-0.025610642628829797,-0.13980268124477152,G1,0.374496644295302,Singlet,0,1,-0.4657324415937263,-0.2602058901511093,-0.12356821976086074,-0.4359804968446057,1,Th1
UK-3136-5-p28floxed-471,3028,1236,5,p28floxed,1.7833553500660502,0.8882160367089,28.863936591809775,-0.07184343519650017,-0.07541823006564465,G1,0.10201342281879194,Singlet,0,5,-0.46302431830840574,0.21941270236016486,-0.10276797709461477,-0.7302982265447384,5,Th1
UK-3136-5-p28floxed-471,3266,1302,5,p28floxed,3.0924678505817513,0.8863393975257854,28.658909981628906,0.13897395613596963,-0.07387702494231727,S,0.1704697986577181,Singlet,0,1,0.07822208998466634,-0.4083550971018194,0.2541958274730733,-0.7373146388105231,1,Th1
UK-3136-5-p28floxed-471,3830,1584,5,p28floxed,2.0365535248041775,0.8929884661993062,23.681462140992167,0.09300658900762396,0.018950954109230395,S,0.2543624161073825,Singlet,0,2,-0.48874093856266826,-0.1654431254444766,-0.11730463778731959,-0.782508678519475,2,Th1
UK-3136-5-p28floxed-471,2720,1188,5,p28floxed,2.7573529411764706,0.8952554240602181,25.294117647058822,0.04398696121223249,-0.06930993897255165,S,0.1268456375838926,Singlet,0,2,-0.42598493444557517,0.028900820556714946,-0.09545297083594909,-0.767570719661582,2,Th1
UK-3136-5-p28floxed-471,3074,1252,5,p28floxed,2.114508783344177,0.8881500409454337,30.8067664281067,0.0040901160340387765,-0.025854280270880714,S,0.15838926174496645,Singlet,0,5,-0.4810625533262937,0.33480146678379796,-0.12007227728578991,-0.41571739551576137,5,Th1
UK-3136-5-p28floxed-471,3314,1337,5,p28floxed,2.172601086300543,0.8880165845993918,25.528062764031382,-0.009196189245039635,-0.11567269734585883,G1,0.21677852348993287,Singlet,7,1,-0.45656821929474567,-0.06460859305946554,-0.08416474560490657,-0.7111407362934421,1,Th1
UK-3136-5-p28floxed-471,4052,1534,5,p28floxed,2.319842053307009,0.8830701968463818,26.75222112537019,-0.05660102178794925,-0.0043163678248758774,G1,0.20201342281879195,Singlet,0,5,-0.49307571283381196,0.10687619828239792,-0.11149825504536884,-0.5708238186881767,5,Th1
UK-3136-5-p28floxed-471,4068,1599,5,p28floxed,2.015732546705998,0.8876448657628021,24.2133726647001,-0.04964638217525329,0.020267863049691165,G2M,0.18322147651006712,Singlet,0,5,-0.5052825943153547,0.23838874917116215,-0.12168615731225302,0.5047205679468438,5,Th1
